Index,description,milePost,publicVideoURL,lat,lon,routePrefix,routeSuffix,routeNumber,cameraCategories,cctvIp,commMode,opStatus,name,id,lastCachedDataUpdateTime
354,MD 202 AT BRIGHTSEAT RD,9.99,https://chart.maryland.gov/Video/GetVideo/5601c35801f700d700437a45351f0214,38.91775,-76.859886,MD,,202,['Wash. DC'],strmr5.sha.maryland.gov,ONLINE,OK,MD 202 AT BRIGHTSEAT RD (316016),5601c35801f700d700437a45351f0214,1729719295987
355,MD 24 AT MD 924,4.2,https://chart.maryland.gov/Video/GetVideo/480010fc00bf00580045e2369e235daa,39.464096,-76.313965,MD,,24,['Baltimore'],strmr5.sha.maryland.gov,ONLINE,OK,MD 24 AT MD 924 (412004),480010fc00bf00580045e2369e235daa,1729719295987
356,ICC MD 200 EB E OF US 29 MM 16.2 (C222),16.3,https://chart.maryland.gov/Video/GetVideo/f6ff8097001e00bd004e3336c4235c0a,39.075653,-76.94834,MD,,200,['Wash. DC'],strmr5.sha.maryland.gov,ONLINE,OK,ICC MD 200E E of US29 MM 16.2 (C-222),f6ff8097001e00bd004e3336c4235c0a,1729719295987
357,"ICC MD 200 WB W OF US 1, MM 20.1 (C228)",20.11,https://chart.maryland.gov/Video/GetVideo/ce0018ce01bd00590054fa36c4235c0a,39.06661,-76.881584,MD,,200,['Wash. DC'],strmr5.sha.maryland.gov,ONLINE,OK,"ICC MD 200 WB W OF US 1, MM 20.1 (C228)",ce0018ce01bd00590054fa36c4235c0a,1729719295987
358,I-95 S of I-695 (C026) I-95 N of Kenwood Ave (MP 63.1),77.63,https://chart.maryland.gov/Video/GetVideo/2f009e8a00e50039004606363d235daa,39.34586,-76.50647,IS,,95,['Baltimore'],strmr5.sha.maryland.gov,ONLINE,OK,C026,2f009e8a00e50039004606363d235daa,1729719295987
359,MD 100 AT MD 713,9.41,https://chart.maryland.gov/Video/GetVideo/90015ff8003a00470062d336c4235c0a,39.15913,-76.71882,MD,,100,['Annapolis'],strmr3.sha.maryland.gov,ONLINE,OK,MD 100 AT ARUNDEL MILLS BLVD (502031),90015ff8003a00470062d336c4235c0a,1729719295987
360,I-83 at Ruxton Rd,8.97,https://chart.maryland.gov/Video/GetVideo/f70020c2006800a8004e3436c4235c0a,39.40034,-76.66255,IS,,83,['Baltimore'],strmr3.sha.maryland.gov,ONLINE,OK,403039,f70020c2006800a8004e3436c4235c0a,1729719295987
361,WPL C504 at Gantry S-4 MP 32.7,52.34,https://chart.maryland.gov/Video/GetVideo/ed01636a2ed2001a00503336c4235c0a,39.003075,-76.40084,US,,50,['Annapolis'],strmr3.sha.maryland.gov,ONLINE,OK,WPL C-504 at Gantry S-4 MP 32.7,ed01636a2ed2001a00503336c4235c0a,1729719295987
362,US 13 AT PERRY RD,16.51,https://chart.maryland.gov/Video/GetVideo/6e00180101fc00a5005dd336c4235c0a,38.16028,-75.69208,US,,13,['Eastern Shore'],strmr3.sha.maryland.gov,ONLINE,OK,US 13 AT PERRY RD (119001),6e00180101fc00a5005dd336c4235c0a,1729719295987
363,US 219 AT DEEP CREEK LAKE,22.0,https://chart.maryland.gov/Video/GetVideo/60ffe582008000c8005bd336c4235c0a,39.528404,-79.3448,US,,219,['Western MD'],strmr3.sha.maryland.gov,ONLINE,OK,RWIS US 219 AT DEEP CREEK LAKE,60ffe582008000c8005bd336c4235c0a,1729719295987
364,US 301 HWN BRIDGE G19,0.0,https://chart.maryland.gov/Video/GetVideo/6f01ad640079002c0063d336c4235c0a,38.358448,-77.02237,,,0,['Southern MD'],strmr3.sha.maryland.gov,ONLINE,OK,US 301 HWN BRIDGE G19 C-321,6f01ad640079002c0063d336c4235c0a,1729719295987
365,I-695 AT GREENSPRING,18.61,https://chart.maryland.gov/Video/GetVideo/32011cc401660038005dd336c4235c0a,39.395866,-76.68713,IS,,695,['Baltimore'],strmr5.sha.maryland.gov,ONLINE,OK,I-695 AT GREENSPRING (403008),32011cc401660038005dd336c4235c0a,1729719295987
366,Connecticut Ave (MD 185) at I-495 (CAM 13),8.3,https://chart.maryland.gov/Video/GetVideo/ac00a13000040075004d823633235daa,39.00511,-77.07722,IS,,495,['Wash. DC'],strmr5.sha.maryland.gov,ONLINE,OK,Connecticut Ave (MD 185) at I-495,ac00a13000040075004d823633235daa,1729719295987
367,I-95/495 AT D'ARCY ROAD,12.2,https://chart.maryland.gov/Video/GetVideo/d8000e99005e00ba004a02366d235daa,38.856487,-76.85293,IS,,95,['Wash. DC'],strmr5.sha.maryland.gov,ONLINE,OK,I-95/495 AT D'ARCY ROAD (316031),d8000e99005e00ba004a02366d235daa,1729719295987
368,I-695 S of Peninsula Expwy (C055) MP 44.7,10.2,https://chart.maryland.gov/Video/GetVideo/bc00548bc47701b8004606363d235daa,39.237286,-76.47396,MD,,695,['Baltimore'],strmr5.sha.maryland.gov,ONLINE,OK,I-695 S OF PENINSULA EXPWY (C-055),bc00548bc47701b8004606363d235daa,1729719295987
369,I-83 SOUTH OF I-695,9.43,https://chart.maryland.gov/Video/GetVideo/5200c288003d00fc0052fa36c4235c0a,39.40814,-76.66176,IS,,83,['Baltimore'],strmr5.sha.maryland.gov,ONLINE,COMM_MARGINAL,403022,5200c288003d00fc0052fa36c4235c0a,1729719295987
370,I-70 at Exit 68 MD 27 Ridge Rd,67.74,https://chart.maryland.gov/Video/GetVideo/d101293e01510065005dd336c4235c0a,39.35953,-77.166115,IS,,70,['Western MD'],strmr3.sha.maryland.gov,ONLINE,OK,710008,d101293e01510065005dd336c4235c0a,1729719295987
371,I-695 AT PROVIDENCE RD,25.3,https://chart.maryland.gov/Video/GetVideo/52ff0db500bd00a8004be2369e235daa,39.409225,-76.57959,IS,,695,['Baltimore'],strmr5.sha.maryland.gov,ONLINE,OK,I-695 AT PROVIDENCE RD (403013),52ff0db500bd00a8004be2369e235daa,1729719295987
372,I-795 AT MCDONOGH RD,1.55,https://chart.maryland.gov/Video/GetVideo/c701321a0027004e004f3436c4235c0a,39.390945,-76.76318,IS,,795,['Baltimore'],strmr5.sha.maryland.gov,ONLINE,OK,403046,c701321a0027004e004f3436c4235c0a,1729719295987
373,I-270 & Tuckerman La (CAM 33),2.76,https://chart.maryland.gov/Video/GetVideo/bf014156024f0075004d823633235daa,39.037537,-77.14625,IS,,270,['Wash. DC'],strmr5.sha.maryland.gov,ONLINE,OK,I-270 & Tuckerman La,bf014156024f0075004d823633235daa,1729719295987
374,Clopper Rd (MD 117) at Great Seneca Hwy (MD 119)(CAM 128),6.03,https://chart.maryland.gov/Video/GetVideo/9d00e9d3000a0075004d823633235daa,39.158783,-77.275604,MD,,119,['Wash. DC'],strmr5.sha.maryland.gov,ONLINE,OK,Clopper Rd (MD 117) at Great Seneca Hwy (MD 119),9d00e9d3000a0075004d823633235daa,1729719295987
375,I-70 East at St Paul Rd,19.5,https://chart.maryland.gov/Video/GetVideo/4300ceca0049008e0057fa36c4235c0a,39.651165,-77.88808,IS,,70,['Western MD'],strmr3.sha.maryland.gov,ONLINE,OK,621005,4300ceca0049008e0057fa36c4235c0a,1729719295987
376,I-95/495 AT NATL HARBOR,1.63,https://chart.maryland.gov/Video/GetVideo/3e0012c100f6004f004de33696235daa,38.79399,-77.01598,IS,,95,['Wash. DC'],strmr5.sha.maryland.gov,ONLINE,OK,I-95/495 AT NATL HARBOR (316043),3e0012c100f6004f004de33696235daa,1729719295987
377,US 301 HWN BRIDGE G20,0.0,https://chart.maryland.gov/Video/GetVideo/b00084f0006000230063d336c4235c0a,38.35812,-77.02583,,,0,['Southern MD'],strmr3.sha.maryland.gov,ONLINE,OK,US 301 HWN BRIDGE G20 C-322,b00084f0006000230063d336c4235c0a,1729719295987
378,I-95 AT MD 175,40.59,https://chart.maryland.gov/Video/GetVideo/bcff34a000aa00dd004c823633235daa,39.178417,-76.788864,IS,,95,['Wash. DC'],strmr5.sha.maryland.gov,ONLINE,OK,I-95 AT MD 175 (713006),bcff34a000aa00dd004c823633235daa,1729719295987
379,I-68 at Old Morgantown Rd,8.56,https://chart.maryland.gov/Video/GetVideo/28011e3f016f00a8005dd336c4235c0a,39.69452,-79.34073,IS,,68,['Western MD'],strmr3.sha.maryland.gov,ONLINE,OK,611006,28011e3f016f00a8005dd336c4235c0a,1729719295987
380,US 50 E OF MD 565 TRAPPE TWR,83.12,https://chart.maryland.gov/Video/GetVideo/97001d0e0096007b00488436cf235d0a,38.63879,-76.05864,US,,50,['Eastern Shore'],strmr3.sha.maryland.gov,ONLINE,OK,US 50 AT MD 565 (Trappe Tower),97001d0e0096007b00488436cf235d0a,1729719295987
381,US 301 HWN BRIDGE G12,1.0,https://chart.maryland.gov/Video/GetVideo/29015f9f003f00330063d336c4235c0a,38.362137,-76.99759,US,,301,['Southern MD'],strmr3.sha.maryland.gov,ONLINE,OK,US 301 HWN BRIDGE G12 C-314,29015f9f003f00330063d336c4235c0a,1729719295987
382,I-95 S of Md 43 (C023) MP 66.1,80.53,https://chart.maryland.gov/Video/GetVideo/94017d1100e40039004606363d235daa,39.36997,-76.461716,IS,,95,['Baltimore'],strmr5.sha.maryland.gov,ONLINE,OK,C023,94017d1100e40039004606363d235daa,1729719295987
383,US 50 W OF US 301 SPLIT,55.3,https://chart.maryland.gov/Video/GetVideo/40000a9300320014004a8436cf235d0a,38.97951,-76.170456,US,,50,['Eastern Shore'],strmr3.sha.maryland.gov,ONLINE,OK,US 50 W OF US 301 SPLIT (217004),40000a9300320014004a8436cf235d0a,1729719295987
384,I-95/495 N OF MD 201,23.63,https://chart.maryland.gov/Video/GetVideo/2401925800f700d700437a45351f0214,39.010033,-76.9016,IS,,95,['Wash. DC'],strmr5.sha.maryland.gov,ONLINE,OK,I-95/495 N OF MD 201 (316013),2401925800f700d700437a45351f0214,1729719295987
385,Georgia Ave (MD 97) at Veirs Mill Rd (MD 586)(CAM 59),5.78,https://chart.maryland.gov/Video/GetVideo/910095c5025e0075004d823633235daa,39.03595,-77.05034,MD,,586,['Wash. DC'],strmr5.sha.maryland.gov,ONLINE,OK,Georgia Ave (MD 97) at Veirs Mill Rd (MD 586),910095c5025e0075004d823633235daa,1729719295987
386,US 50 EAST OF RUTLAND RD,12.95,https://chart.maryland.gov/Video/GetVideo/2a0155be026200e50051fa36c4235c0a,38.96711,-76.62973,US,,50,['Annapolis'],strmr3.sha.maryland.gov,ONLINE,OK,502025,2a0155be026200e50051fa36c4235c0a,1729719295987
387,I-270 & Montgomery Village Ave (MD 124)(CAM 85),11.47,https://chart.maryland.gov/Video/GetVideo/3d010dec036a0075004d823633235daa,39.148937,-77.21702,IS,,270,['Wash. DC'],strmr5.sha.maryland.gov,ONLINE,OK,I-270 & Montgomery Village Ave (MD 124),3d010dec036a0075004d823633235daa,1729719295987
388,US 29 SOUTH AT BROKEN LAND PKWY,18.2,https://chart.maryland.gov/Video/GetVideo/1001765e00e500a2005fd336c4235c0a,39.202213,-76.85953,US,,29,['Baltimore'],strmr3.sha.maryland.gov,ONLINE,COMM_FAILURE,US 29 S AT BROKENLAND PKWY (713020),1001765e00e500a2005fd336c4235c0a,1729719295987
389,MD 5 AT GREAT MILLS RD,17.22,https://chart.maryland.gov/Video/GetVideo/2c00d6f6008900070053fa36c4235c0a,38.23692,-76.49637,MD,,5,['Southern MD'],strmr3.sha.maryland.gov,ONLINE,OK,MD 5 AT MD 246 (518002),2c00d6f6008900070053fa36c4235c0a,1729719295987
390,"I-895 S, Past Boston St (C036C) MM 11.3",11.33,https://chart.maryland.gov/Video/GetVideo/7a00f61e0084002f005dd336c4235c0a,39.2762,-76.55344,IS,,895,['Baltimore'],strmr3.sha.maryland.gov,ONLINE,OK,I-895 S of Boston St,7a00f61e0084002f005dd336c4235c0a,1729719295987
391,I-495 & Seven Locks Rd (CAM 93),1.78,https://chart.maryland.gov/Video/GetVideo/a1011d3e036c0075004d823633235daa,38.98351,-77.160995,IS,,495,['Wash. DC'],strmr5.sha.maryland.gov,ONLINE,OK,I-495 & Seven Locks Rd,a1011d3e036c0075004d823633235daa,1729719295987
392,MD 32 AT LINDEN CHURCH RD,24.22,https://chart.maryland.gov/Video/GetVideo/3101ea46001a0033005ed336c4235c0a,39.22948,-76.973694,MD,,32,['Baltimore'],strmr3.sha.maryland.gov,ONLINE,OK,713013,3101ea46001a0033005ed336c4235c0a,1729719295987
393,"I-95 NB, S of Chesaco Ave MM 61.4 (C027C)",75.84,https://chart.maryland.gov/Video/GetVideo/7d004bd400b500a5004e3336c4235c0a,39.32586,-76.52608,IS,,95,['Baltimore'],strmr5.sha.maryland.gov,ONLINE,OK,"I-95 NB, S of Chesaco Ave, MM 61.4 (C-027C)",7d004bd400b500a5004e3336c4235c0a,1729719295987
394,I-270 & Shady Grove Rd (CAM 43),8.39,https://chart.maryland.gov/Video/GetVideo/490169b102560075004d823633235daa,39.110207,-77.18838,IS,,270,['Wash. DC'],strmr5.sha.maryland.gov,ONLINE,OK,I-270 & Shady Grove Rd,490169b102560075004d823633235daa,1729719295987
395,I-97 at MD 178 Tower,2.8,https://chart.maryland.gov/Video/GetVideo/2a0016ad00c900410047833633235daa,39.010143,-76.60891,IS,,97,['Annapolis'],strmr5.sha.maryland.gov,ONLINE,OK,I-97 AT MD 178,2a0016ad00c900410047833633235daa,1729719295987
396,I-495 E. OF MD 650,14.78,https://chart.maryland.gov/Video/GetVideo/9700f0af000a003b005dd336c4235c0a,39.018936,-76.964195,IS,,495,['Wash. DC'],strmr5.sha.maryland.gov,ONLINE,OK,316039,9700f0af000a003b005dd336c4235c0a,1729719295987
397,WPL C506 at Gantry S-9 MP 33.6,53.14,https://chart.maryland.gov/Video/GetVideo/dd0157c42d7c001300503336c4235c0a,38.9948,-76.38889,US,,50,['Annapolis'],strmr3.sha.maryland.gov,ONLINE,OK,WPL C-506 at Gantry S-9 MP 33.6,dd0157c42d7c001300503336c4235c0a,1729719295987
398,I-495 & New Hampshire Ave (MD 650)(CAM 67),14.11,https://chart.maryland.gov/Video/GetVideo/4b01c94502640075004d823633235daa,39.01941,-76.97631,IS,,495,['Wash. DC'],strmr5.sha.maryland.gov,ONLINE,OK,I-495 & New Hampshire Ave (MD 650),4b01c94502640075004d823633235daa,1729719295987
399,I-95 AT I-495,26.3,https://chart.maryland.gov/Video/GetVideo/8b010ae2017f00490059fa36c4235c0a,39.023365,-76.94472,IS,,95,['Wash. DC'],strmr3.sha.maryland.gov,ONLINE,OK,316051,8b010ae2017f00490059fa36c4235c0a,1729719295987
400,US 50 AT BLOOMINGDALE RD,58.04,https://chart.maryland.gov/Video/GetVideo/e900fc1700fe00040057fa36c4235c0a,38.972073,-76.122795,US,,50,['Eastern Shore'],strmr3.sha.maryland.gov,ONLINE,OK,217006,e900fc1700fe00040057fa36c4235c0a,1729719295987
401,MD 404 AT MD 313 DENTON TWR,14.45,https://chart.maryland.gov/Video/GetVideo/87000e0f0094007b00488436cf235d0a,38.88894,-75.82497,MD,,404,['Eastern Shore'],strmr5.sha.maryland.gov,ONLINE,OK,MD 404 AT MD 313 DENTON TWR (205001),87000e0f0094007b00488436cf235d0a,1729719295987
402,I-95/495 AT TEMPLE HILLS RD,5.68,https://chart.maryland.gov/Video/GetVideo/bd00080800ec00a8004a02366d235daa,38.81732,-76.94918,IS,,95,['Wash. DC'],strmr5.sha.maryland.gov,ONLINE,OK,I-95/495 AT TEMPLE HILLS RD (316032),bd00080800ec00a8004a02366d235daa,1729719295987
403,US 301 HWN BRIDGE G3,2.45,https://chart.maryland.gov/Video/GetVideo/9c01602b0039001f0063d336c4235c0a,38.36524,-76.97082,US,,301,['Southern MD'],strmr3.sha.maryland.gov,ONLINE,OK,US 301 HWN BRIDGE G3 C-304,9c01602b0039001f0063d336c4235c0a,1729719295987
404,I-95 NORTH AT I-95 NORTH WELCOME CENTER,36.2,https://chart.maryland.gov/Video/GetVideo/64017116003400f10062d336c4235c0a,39.137703,-76.84881,IS,,95,['Baltimore'],strmr3.sha.maryland.gov,ONLINE,COMM_MARGINAL,I-95 NB AT WELCOME CENTER (713028),64017116003400f10062d336c4235c0a,1729719295987
405,Rockville Pk (MD 355) & Twinbrook Pkwy (CAM 194),7.1,https://chart.maryland.gov/Video/GetVideo/47012916022f0075004d823633235daa,39.058544,-77.12138,MD,,355,['Wash. DC'],strmr5.sha.maryland.gov,ONLINE,OK,Rockville Pk (MD 355) & Twinbrook Pkwy,47012916022f0075004d823633235daa,1729719295987
406,I-95 S of Caton Ave Ex 50 (C032) - MP 49.9,49.43,https://chart.maryland.gov/Video/GetVideo/cc006eaf019000e300441a366e230214,39.262863,-76.6716,IS,,95,['Baltimore'],strmr5.sha.maryland.gov,ONLINE,OK,I-95 S OF CATON AVE EX 50 (C-032),cc006eaf019000e300441a366e230214,1729719295987
407,Clopper Rd (MD 117) at Quince Orchard Rd (MD 124)(CAM 129),2.7,https://chart.maryland.gov/Video/GetVideo/ea00f117000b0075004d823633235daa,39.142384,-77.221405,MD,,124,['Wash. DC'],strmr5.sha.maryland.gov,ONLINE,OK,Clopper Rd (MD 117) at Quince Orchard Rd (MD 124),ea00f117000b0075004d823633235daa,1729719295986
408,MD 100 WEST AT MD 10 NORTH,17.96,https://chart.maryland.gov/Video/GetVideo/5a0080ef00fc00380061d336c4235c0a,39.128433,-76.581215,MD,,100,['Baltimore'],strmr3.sha.maryland.gov,ONLINE,OK,MD 100 W AT MD 10 N (502030),5a0080ef00fc00380061d336c4235c0a,1729719295987
409,MD 100 AT LONG GATE PKWY,0.68,https://chart.maryland.gov/Video/GetVideo/3f01634f002400b4005fd336c4235c0a,39.24782,-76.81736,MD,,100,['Wash. DC'],strmr3.sha.maryland.gov,ONLINE,OK,MD 100 AT LONG GATE PKWY (713022),3f01634f002400b4005fd336c4235c0a,1729719295987
410,MD 100 AT US 1,6.47,https://chart.maryland.gov/Video/GetVideo/640169bc0030005a005fd336c4235c0a,39.189137,-76.75653,MD,,100,['Baltimore'],strmr3.sha.maryland.gov,ONLINE,OK,MD 100 AT US 1 (713014),640169bc0030005a005fd336c4235c0a,1729719295987
411,Colesville Rd (US 29) at University Blvd (MD 193)(CAM 71),2.7,https://chart.maryland.gov/Video/GetVideo/a000d98902650075004d823633235daa,39.01948,-77.01352,US,,29,['Wash. DC'],strmr5.sha.maryland.gov,ONLINE,OK,Colesville Rd (US 29) at University Blvd (MD 193),a000d98902650075004d823633235daa,1729719295987
412,US 50 E OF US 301/MD 3,8.23,https://chart.maryland.gov/Video/GetVideo/7401e15801f700d700437a45351f0214,38.95528,-76.71453,US,,50,['Wash. DC'],strmr3.sha.maryland.gov,ONLINE,COMM_MARGINAL,316041,7401e15801f700d700437a45351f0214,1729719295987
413,I-95 N OF I-195,46.63,https://chart.maryland.gov/Video/GetVideo/9801065800f700d700437a45351f0214,39.237045,-76.70853,IS,,95,['Baltimore'],strmr5.sha.maryland.gov,ONLINE,OK,I-95 N OF I-195 (403029),9801065800f700d700437a45351f0214,1729719295987
414,US 301 HWN BRIDGE G9,1.5,https://chart.maryland.gov/Video/GetVideo/19016588004000330063d336c4235c0a,38.363274,-76.98778,US,,301,['Southern MD'],strmr3.sha.maryland.gov,ONLINE,OK,US 301 HWN BRIDGE G9 C-309,19016588004000330063d336c4235c0a,1729719295987
415,I-495 W. of Ex 33 MD 185 Connecticut Ave,7.7,https://chart.maryland.gov/Video/GetVideo/e301515800f700d700437a45351f0214,39.007416,-77.08681,IS,,495,['Wash. DC'],strmr5.sha.maryland.gov,ONLINE,COMM_MARGINAL,315003,e301515800f700d700437a45351f0214,1729719295987
416,Bonifant Rd/Good Hope Rd at New Hampshire Ave (MD 650)(CAM 52),8.97,https://chart.maryland.gov/Video/GetVideo/c7008d04025d0075004d823633235daa,39.095657,-77.002365,MD,,650,['Wash. DC'],strmr5.sha.maryland.gov,ONLINE,OK,Bonifant Rd/Good Hope Rd at New Hampshire Ave (MD,c7008d04025d0075004d823633235daa,1729719295987
417,I-70 1 MI W of I-695,90.28,https://chart.maryland.gov/Video/GetVideo/6501ea2e00730027005dd336c4235c0a,39.307068,-76.76841,IS,,70,['Baltimore'],strmr5.sha.maryland.gov,ONLINE,OK,403034,6501ea2e00730027005dd336c4235c0a,1729719295987
418,RWIS US 50 AT MD 331,103.73,https://chart.maryland.gov/Video/GetVideo/2c0085cd001d00f00050fa36c4235c0a,38.494957,-75.82841,US,,50,['Eastern Shore'],strmr3.sha.maryland.gov,ONLINE,OK,RWIS US 50/KENT NARROWS,2c0085cd001d00f00050fa36c4235c0a,1729719295987
419,I-795 S OF FRANKLIN BLVD,5.97,https://chart.maryland.gov/Video/GetVideo/58001a9400fe00a7004e3436c4235c0a,39.434265,-76.81558,IS,,795,['Baltimore'],strmr5.sha.maryland.gov,ONLINE,OK,403038,58001a9400fe00a7004e3436c4235c0a,1729719295987
420,Bradley Blvd (MD 191) at Connecticut Ave (MD 185)(CAM 112),0.6,https://chart.maryland.gov/Video/GetVideo/a1008d3b00020075004d823633235daa,38.97668,-77.077034,MD,,185,['Wash. DC'],strmr5.sha.maryland.gov,ONLINE,OK,Bradley Blvd (MD 191) at Connecticut Ave (MD 185),a1008d3b00020075004d823633235daa,1729719295987
421,US 301 HWN BRIDGE M.M. 141.5,0.0,https://chart.maryland.gov/Video/GetVideo/56019b7d005200330063d336c4235c0a,38.357517,-77.02986,,,0,['Southern MD'],strmr3.sha.maryland.gov,ONLINE,OK,US 301 HWN BRIDGE MM.141.5 C-324,56019b7d005200330063d336c4235c0a,1729719295987
422,I-68 at Exit 42 US 220,42.3,https://chart.maryland.gov/Video/GetVideo/c600395c01d400a9005dd336c4235c0a,39.64543,-78.7838,IS,,68,['Western MD'],strmr3.sha.maryland.gov,ONLINE,OK,601004,c600395c01d400a9005dd336c4235c0a,1729719295987
423,"MD 43 E, West of I-95 (C022A) MM 67.0",81.43,https://chart.maryland.gov/Video/GetVideo/d200cf40000100f20053fa36c4235c0a,39.379272,-76.45199,IS,,95,['Baltimore'],strmr3.sha.maryland.gov,ONLINE,OK,C022A,d200cf40000100f20053fa36c4235c0a,1729719295987
424,MD 295 AT HANOVER RD,22.75,https://chart.maryland.gov/Video/GetVideo/3800e39d0055008c005afa36c4235c0a,39.18728,-76.715546,MD,,295,['Baltimore'],strmr3.sha.maryland.gov,ONLINE,OK,502027,3800e39d0055008c005afa36c4235c0a,1729719295987
425,Connecticut Ave (MD 185) at Georgia Ave (MD 97)(CAM 63),8.29,https://chart.maryland.gov/Video/GetVideo/9500b9a102620075004d823633235daa,39.08349,-77.07806,MD,,185,['Wash. DC'],strmr5.sha.maryland.gov,ONLINE,OK,Connecticut Ave (MD 185) at Georgia Ave (MD 97),9500b9a102620075004d823633235daa,1729719295987
426,I-95 FMT TOLL PLAZA (C039A),55.71,https://chart.maryland.gov/Video/GetVideo/0e015e1d002b00b4005ed336c4235c0a,39.266342,-76.56251,IS,,95,['Baltimore'],strmr5.sha.maryland.gov,ONLINE,OK,I-95 FMT TOLL PLAZA,0e015e1d002b00b4005ed336c4235c0a,1729719295987
427,"I-895 NORTH OF HARBOR TUNNEL, C036A MM 10.6",10.53,https://chart.maryland.gov/Video/GetVideo/a200f19b00020060005ed336c4235c0a,39.265923,-76.560936,IS,,895,['Baltimore'],strmr5.sha.maryland.gov,ONLINE,OK,I-895 N of HARBOR TUNNEL,a200f19b00020060005ed336c4235c0a,1729719295987
428,US 29 N AT MD 216,13.62,https://chart.maryland.gov/Video/GetVideo/8f00cd7800ff0096005fd336c4235c0a,39.145008,-76.901115,US,,29,['Wash. DC'],strmr3.sha.maryland.gov,ONLINE,OK,US 29 N AT MD 216 (713018),8f00cd7800ff0096005fd336c4235c0a,1729719295987
429,US 50 AT OC DRAWBRIDGE,149.52,https://chart.maryland.gov/Video/GetVideo/ca0022f7010500f9005cd336c4235c0a,38.33219,-75.09034,US,,50,['Eastern Shore'],strmr5.sha.maryland.gov,ONLINE,OK,US 50 AT OC DRAWBRIDGE (123001),ca0022f7010500f9005cd336c4235c0a,1729719295987
430,US 29 S AT MD 32,16.55,https://chart.maryland.gov/Video/GetVideo/5d015d6900ab00360060d336c4235c0a,39.181293,-76.87471,US,,29,['Baltimore'],strmr3.sha.maryland.gov,ONLINE,OK,US 29 S AT MD 32 (713019),5d015d6900ab00360060d336c4235c0a,1729719295987
431,MD 175 W of I-95 at ramp from I-95 S,11.97,https://chart.maryland.gov/Video/GetVideo/eaff842a00a500dc0065d336c4235c0a,39.179935,-76.79013,MD,,175,['Baltimore'],strmr3.sha.maryland.gov,ONLINE,OK,MD 175 W of I-95 (713035),eaff842a00a500dc0065d336c4235c0a,1729719295987
432,US 50 AT LOTTSFORD VISTA RD,2.05,https://chart.maryland.gov/Video/GetVideo/d2ff0e21009700e9004ae33696235daa,38.94722,-76.82585,US,,50,['Wash. DC'],strmr5.sha.maryland.gov,ONLINE,OK,316037,d2ff0e21009700e9004ae33696235daa,1729719295987
433,US 50 AT HINERS LN,69.13,https://chart.maryland.gov/Video/GetVideo/6d016664005400990060d336c4235c0a,38.839767,-76.06037,US,,50,['Eastern Shore'],strmr3.sha.maryland.gov,ONLINE,OK,US 50 AT HINERS LN (220005),6d016664005400990060d336c4235c0a,1729719295987
434,I-495 N of I-270 spur,4.21,https://chart.maryland.gov/Video/GetVideo/4800e8aa00ab0059005cd336c4235c0a,39.013126,-77.14453,IS,,495,['Wash. DC'],strmr5.sha.maryland.gov,ONLINE,OK,315006,4800e8aa00ab0059005cd336c4235c0a,1729719295987
435,I-95 N of Desoto Rd (C031) MP 50.7,50.21,https://chart.maryland.gov/Video/GetVideo/94016b7a019000e300441a366e230214,39.26886,-76.659615,IS,,95,['Baltimore'],strmr5.sha.maryland.gov,ONLINE,OK,I-95 N OF CATON AVE EX 50 (C-031),94016b7a019000e300441a366e230214,1729719295987
436,RWIS US 50 AT TABLE ROCK,7.7,https://chart.maryland.gov/Video/GetVideo/be00a3fe007d00d30050fa36c4235c0a,39.296913,-79.3648,US,,50,['Western MD'],strmr3.sha.maryland.gov,ONLINE,OK,RWIS US 50 AT TABLE ROCK,be00a3fe007d00d30050fa36c4235c0a,1729719295987
437,US 13 AT SALISBURY MSP TWR,39.99,https://chart.maryland.gov/Video/GetVideo/1001f0c505380031004a06363d235daa,38.42015,-75.56383,US,,13,['Eastern Shore'],strmr5.sha.maryland.gov,ONLINE,OK,US 13 AT SALISBURY MSP TWR (122001),1001f0c505380031004a06363d235daa,1729719295987
438,MD 295 AT MD 32,16.6,https://chart.maryland.gov/Video/GetVideo/440012ae001b00480048e33696235daa,39.11384,-76.7779,MD,,295,['Baltimore'],strmr5.sha.maryland.gov,ONLINE,COMM_FAILURE,502010,440012ae001b00480048e33696235daa,1729719295987
439,WPL C-513 at Gantry N-26,45.8,https://chart.maryland.gov/Video/GetVideo/050160c100cc005f0063d336c4235c0a,38.982048,-76.33288,US,,50,['Annapolis'],strmr3.sha.maryland.gov,ONLINE,OK,WPL C-513 at Gantry N-26,050160c100cc005f0063d336c4235c0a,1729719295987
440,I-83 at Northern Parkway,5.86,https://chart.maryland.gov/Video/GetVideo/b70059fa00980068004f823633235daa,39.360626,-76.65035,IS,,83,['Baltimore'],strmr3.sha.maryland.gov,ONLINE,OK,I-83 at Northern Parkway,b70059fa00980068004f823633235daa,1729719295987
441,Colesville Rd (US 29) at Franklin Ave (CAM 72),1.85,https://chart.maryland.gov/Video/GetVideo/fb00dde002650075004d823633235daa,39.008595,-77.01859,US,,29,['Wash. DC'],strmr5.sha.maryland.gov,ONLINE,OK,Colesville Rd (US 29) at Franklin Ave,fb00dde002650075004d823633235daa,1729719295987
